Unnamed: 0,Case_Number,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal,Time,Species,fatal_injury,shark_species,month_incident,country_code,continent,lat,long
5144,1926.08.24,1926,Unprovoked,USA,New Jersey,"Seaside, Ocean County",Swimming,M,18,FATAL,Y,01:30,Unknown,1,,Aug,US,,39.7837304,Unknown
5145,1926.07.23,1926,Unprovoked,Italy,Golfo di Genova in the Ligurian Sea,Varazze,Swimming,M,20,"FATAL, body was not recovered",Y,11:00,Said involve  white shark,1,white shark,Jul,IT,EU,42.6384261,Unknown
5146,1926.07.12,1926,Boat,USA,New Jersey,20 miles off Seabright,Fishing,M,,No injury to occupants,N,11:00,whiptail shark (thresher shark?),0,,Jul,US,,39.7837304,Unknown
5147,1926.07.08,1926,Unprovoked,USA,California,"San Francisco Bay (or San Leandro Bay), near cannery, Alameda County",Swimming,M,15,Leg & hand lacerated and dog bitten,N, ,white shark or sevengill shark,0,white shark,Jul,US,,39.7837304,Unknown
5148,1926.07.03,1926,Invalid,Spain,Sants-Montjic,"Casa Antunez Beach, Barcelona",Bathing,M,,No injury,Unknown, ,"Questionable,  shark suspected",0,,Jul,ES,EU,39.3260685,Unknown
5149,1926.05.18,1926,Unprovoked,USA,Hawaii,"Hale'iwa, O'ahu",Swimming,M,,"FATAL, gave sudden shriek & disappeared, body found in shark caught off Kahuka",Y, ,"White shark,   ",1,white shark,May,US,,39.7837304,Unknown
5150,1926.04.22,1926,Unprovoked,South Atlantic Ocean,South of the Equator ,Steamship bound from Cape Town to Philadelphia,Fell,M,26,When taken back on board 2 hours later both legs were bleeding from shark bites,N,21:30,Unknown,0,,Apr,Unknown,Unknown,-45.0,Unknown
5151,1926.04.07,1926,Unprovoked,USA,Hawaii,"Hilo Bay Yacht Club, Hilo, Hawai'i",Swimming,F,,Right leg bitten thigh to heel,N,17:30,"According Carlsmith, the shark'south was  wide",0,,Apr,US,,39.7837304,Unknown
5152,1926.03.17,1926,Unprovoked,Australia,South Australia,"West Beach, Brighton",Swimming,F,,FATAL,Y,15:45,"White shark,  ",1,white shark,Mar,AU,OC,-24.7761086,Unknown
5153,1926.01.26,1926,Unprovoked,South Africa,Eastern Cape Province,Hamburg,Swimming,M,,Thigh lacerated,N,15:45,blue shark,0,blue shark,Jan,ZA,AF,-28.8166236,Unknown
5154,1926.01.00,1926,Unprovoked,Australia,Victoria,,Unknown,M,,Leg lacerated,N,15:45,Unknown,0,,Jan,AU,OC,-24.7761086,Unknown
5155,1926.00.00,1926,Unprovoked,Monaco,Bay of Monaco,,Unknown,M,,FATAL,Y,15:45,Unknown,1,,,MC,EU,43.73844905,Unknown
5156,1926.00.00,1926,Provoked,New Zealand,Cook Islands,Rarotonga,Shark,M,,"Struck on head by shark’s tail, knocked unconscious & deep gash in head PROVOKED INCIDENT",N,15:45,Unknown,0,,,NZ,OC,-41.5000831,Unknown
5157,1926.00.00,1926,Unprovoked,Singapore,Unknown,Sea View Beach,Diving,F,,"FATAL, femoral artery severed ",Y,15:45,Unknown,1,,,SG,AS,1.357107,Unknown
5158,1926.00.00,1926,Unprovoked,South Africa,Western Cape Province,Mossel Bay,Swimming,M,,No details,Unknown,15:45,Unknown,0,,,ZA,AF,-28.8166236,Unknown
5159,1925.11.22,1925,Unprovoked,Australia,Western Australia,Cottesloe Beach,Bathing,M,55,"FATAL, thigh  & torso bitten, then shark charged rescue boat ",Y,15:15,"Tiger shark, female",1,tiger shark,Nov,AU,OC,-24.7761086,Unknown
5160,1925.11.00,1925,Unprovoked,USA,Puerto Rico,"Condado Beach, San Juan",Unknown,F,,Laceration across abdomen,N,15:15,Unknown,0,,Nov,US,,39.7837304,Unknown
5161,1925.11.00,1925,Unprovoked,USA,Puerto Rico,"Condado Beach, San Juan",Unknown,M,,Both calves lacerated,N,15:15,Unknown,0,,Nov,US,,39.7837304,Unknown
5162,1925.09.04,1925,Provoked,Spain,Valencia ,Valencia,Fishing,M,,Right hand bitten by hooked shark PROVOKED INCIDENT,N,15:15,Unknown,0,,Sep,ES,EU,39.3260685,Unknown
5163,1925.09.03,1925,Unprovoked,United Kingdom,Isle of Wight,Off Shanklin,Fishing,M,,No injury but shark lifted boat out of the water,N,08:00,Unknown,0,,Sep,GB,EU,54.7023545,Unknown
5164,1925.08.02,1925,Unprovoked,USA,South Carolina,"Folly Island, near Charleston",Swimming,F,,"Multiple lacerations on both thighs, right buttock and hip",N,08:00,Unknown,0,,Aug,US,,39.7837304,Unknown
5165,1925.06.15,1925,Invalid,Australia,Western Australia,"Princess Royal Harbor, near King George’s Sound",Unknown,Unknown,,Human arm found in shark,Unknown,08:00,Shark involvement prior death unconfirmed,0,,Jun,AU,OC,-24.7761086,Unknown
5166,1925.05.00,1925,Unprovoked,USA,Puerto Rico,"Condado Beach, San Juan",Unknown,M,,"Right arm nearly severed at shoulder, left wrist lacerated",N,08:00,Unknown,0,,May,US,,39.7837304,Unknown
5167,1925.03.27,1925,Unprovoked,Australia,New South Wales,Coogee,Bathing,M,16,"Left thigh bitten, leg surgically amputated ",N,17:00,Said be “small shark”,0,,Mar,AU,OC,-24.7761086,Unknown
5168,1925.03.12,1925,Unprovoked,Australia,New South Wales,Newcastle Beach,Swimming,M,16,"FATAL, right forearm severed, lacerations from buttocks to heel L",Y,15:15,Unknown,1,,Mar,AU,OC,-24.7761086,Unknown
5169,1925.03.10,1925,Unprovoked,Papua New Guinea,Central Province,Hula,Swimming,M,A.M.,FATAL,Y,15:15,Unknown,1,,Mar,PG,OC,-5.6816069,Unknown
5170,1925.01.27,1925,Unprovoked,USA,Florida,"Miami Beach, Miami-Dade County",Swimming,M,,Lacerations to arm,N,15:15,Unknown,0,,Jan,US,,39.7837304,Unknown
5171,1925.01.08,1925,Unprovoked,Canada,Vancouver,Second Narrows in Burrard Inlet,"Diving,'",M,,"Injuries, if any, unknown, but afterwards diver stunned shark with iron bar",N,15:15,shark,0,,Jan,CA,,61.0666922,Unknown
5172,1925.00.00,1925,Unprovoked,Fiji,Viti Levu Island,"Suva Harbor, Suva",Diving,M,,"Both arms bitten, surgically amputated",N,15:15,Unknown,0,,,FJ,OC,-18.1239696,Unknown
5173,1924.11.25,1924,Unprovoked,Mexico,Tamaulipas,Tampico,The&.,F,,FATAL,Y,15:15,shark,1,,Nov,MX,,22.5000485,Unknown
5174,1924.11.24,1924,Unprovoked,Panama,"2 to 3 miles off Taboguilla Island, Pacific Ocean",Pacific Anchorage off the Panama Canal,"Inebriated,",M,35,Knee bitten,N,After midnig:t,Unknown,0,,Nov,PA,,8.559559,Unknown
5175,1924.11.21,1924,Unprovoked,USA,Puerto Rico,Santurce,Bathing,M,35,"FATAL, hand severed, both legs & arms bitten & nearly severed ",Y,Late afternon,Unknown,1,,Nov,US,,39.7837304,Unknown
5176,1924.10.31,1924,Provoked,French Polynesia,Tuamotus,Rangiroa,Diving,M,,Abrasions PROVOKED ATTACK,N,Late afternon,Unknown,0,,Oct,PF,OC,-16.03442485,Unknown
5177,1924.10.18,1924,Unprovoked,Australia,Victoria,Port Melbourne,Bathing,M,,Leg bitten,N,Late afternon,shark,0,,Oct,AU,OC,-24.7761086,Unknown
5178,1924.07.31,1924,Unprovoked,USA,South Carolina,"Folly Island, near Charleston",Standing,M,,Left knee & leg bitten. (Tooth fragment recovered from kneecap),N,Late afternon,"Mako shark, . Tooth fragment recovered & identified by J.T. Nichols.",0,mako shark,Jul,US,,39.7837304,Unknown
5179,1924.07.14,1924,Provoked,United Kingdom,Dorset,Weymouth,Fishing,M,,Arms broken by hooked shark PROVOKED INCIDENT,N,Late afternon,shark,0,,Jul,GB,EU,54.7023545,Unknown
5180,1924.07.04,1924,Boat,USA,California,"Newport Beach, Orange County",Fishing,M,?    &   14,"No injury, shark tore hole in the side of the boat",N,Late afternon,Unknown,0,,Jul,US,,39.7837304,Unknown
5181,1924.06.18,1924,Provoked,USA,Florida,"Bayboro, Pinellas County",Removing,M,,Netted shark made a5-inch incision above the knee PROVOKED INCIDENT,N,20:00,Unknown,0,,Jun,US,,39.7837304,Unknown
5182,1924.04.25,1924,Unprovoked,Australia,New South Wales,Kiama,"Fishing,&",M,20,"FATAL, partial remains recovered ",Y,18:30,Unknown,1,,Apr,AU,OC,-24.7761086,Unknown
5183,1924.04.22,1924,Unprovoked,Panama,150 miles offshore,,"Bathing,.",M,21,"Reported to have had ""2 fights with sharks"" before being rescued by the British freighter Dorsetafter 23 hours in the water",N,18:30,Unknown,0,,Apr,PA,,8.559559,Unknown
5184,1924.04.20,1924,Invalid,Australia,Western Australia,Fremantle,Swimming,M,,Abrasions,Unknown,18:30,Questionable,0,,Apr,AU,OC,-24.7761086,Unknown
5185,1924.03.28,1924,Unprovoked,Solomon Islands,Central Province,Savo Island,Swimming,M,,"Left arm severed, leg bitten",N,18:30,Unknown,0,,Mar,SB,OC,-8.7053941,Unknown
5186,1924.03.24,1924,Boat,Spain,Galica,Sisargas Islands,Fishing,Unknown,,"No injury to occupants, shark bit boat",N,18:30,shark,0,,Mar,ES,EU,39.3260685,Unknown
5187,1924.02.13,1924,Unprovoked,Australia,New South Wales,Bronte,Bathing',F,30,"Legs severely bitten, surgically amputated",N,19:00,Unknown,0,,Feb,AU,OC,-24.7761086,Unknown
5188,1924.02.08,1924,Invalid,Australia,Queensland,Currumbin,Bathing,M,,Probable drowning & scavenging,Unknown,16:00,Shark involvement prior death unconfirmed,0,,Feb,AU,OC,-24.7761086,Unknown
5189,1924.01.29,1924,Unprovoked,South Africa,KwaZulu-Natal,"South Beach, Durban",Swimming,M,22,FATAL,Y,15:15,Unknown,1,,Jan,ZA,AF,-28.8166236,Unknown
5190,1924.01.25,1924,Unprovoked,South Africa,Eastern Cape Province,"St. George’s Strand, Port Elizabeth",Swimming,M,,Foot lacerated,N,18:30,Unknown,0,,Jan,ZA,AF,-28.8166236,Unknown
5191,1924.01.19,1924,Unprovoked,Australia,New South Wales,"Near Asbestos Works, Camellia, Parramatta River",Had&,M,16,"FATAL, right thigh severely bitten, left arm lacerated ",Y,16:00,shark,1,,Jan,AU,OC,-24.7761086,Unknown
5192,1923.12.12,1923,Unprovoked,Australia,New South Wales,"Murwillumbah, Tweed River",Swimming,M,,Lacerations to leg,N,16:00,Unknown,0,,Dec,AU,OC,-24.7761086,Unknown
5193,1923.12.02,1923,Unprovoked,Australia,New South Wales,"Urunga, Belliger Heads","Fishing,",M,,"FATAL, disappeared, thought to have been taken by a shark ",Y,16:00,Unknown,1,,Dec,AU,OC,-24.7761086,Unknown
5194,1923.11.23,1923,Unprovoked,Australia,Western Australia,"Condon, 88 km NE of Port Hedland",Dry,M,,"FATAL, disappeared, partial remains of Selim was found, there was no trace of Dea Opre",Y,16:00,Unknown,1,,Nov,AU,OC,-24.7761086,Unknown
5195,1923.11.02,1923,Invalid,Australia,New South Wales,Bellinger Head,Fishing,M,,FATAL,Unknown,16:00,Shark involvement suspected but not confirmed,1,,Nov,AU,OC,-24.7761086,Unknown
5196,1923.10.20,1923,Invalid,Australia,New South Wales,"Botany Bay, Sydney",Boating,M,,"He failed to return, his body was recovered 11/9/1922; chest & abdomen had been bitten by shark/s",Unknown,16:00,Shark involvement prior death unconfirmed,0,,Oct,AU,OC,-24.7761086,Unknown
5197,1923.10.17,1923,Boat,Australia,New South Wales," Black Head, south of Taree",Fishing,Unknown,,"No injury to occupants, shark bit boat",N,16:00,very large shark,0,,Oct,AU,OC,-24.7761086,Unknown
5198,1923.10.16,1923,Unprovoked,Australia,Torres Strait,Near Thursday Island,Diving,M,,"Arm severed, but survived",N,16:00,Unknown,0,,Oct,AU,OC,-24.7761086,Unknown
5199,1923.08.08,1923,Unprovoked,Guyana,Demerara County,Off the Demerara River ,Fishing,M,,Puncture wounds to left leg,N,01:00,Unknown,0,,Aug,GY,SA,4.8417097,Unknown
5200,1923.07.02,1923,Unprovoked,Australia,Queensland,Great Barrier Reef,Diving,M,,non-fatal,N,01:00,Unknown,1,,Jul,AU,OC,-24.7761086,Unknown
5201,1923.06.16,1923,Boat,Australia,New South Wales,Bellambi Reef,"After,",M,,"FATAL, taken by shark. Two other men drowned,  only 1 man survived",Y,01:00,Unknown,1,,Jun,AU,OC,-24.7761086,Unknown
5202,1923.06.06,1923,Boat,Mexico,Vera Cruz,Outside Vera Cruz Harbor,Dismantling,Unknown,,"No injury to occupants, shark rammed boat",N,01:00,Unknown,0,,Jun,MX,,22.5000485,Unknown
5203,1923.05.23,1923,Unprovoked,Australia,Western Australia,"Southgates, near Geraldton",Wading,M,,Minor puncture wounds to foot,N,01:00,Unknown,0,,May,AU,OC,-24.7761086,Unknown
5204,1923.05.22,1923,Unprovoked,Australia,Queensland,Great Barrier Reef,Diving?,M,,FATAL,Y,12:00,Unknown,1,,May,AU,OC,-24.7761086,Unknown
5205,1923.03.18,1923,Unprovoked,Australia,Queensland,"Ross River, Townsville",Diving,M,,Lacerations to right thigh and knee,N,12:00,Unknown,0,,Mar,AU,OC,-24.7761086,Unknown
5206,1923.02.00,1923,Unprovoked,USA,Puerto Rico,San Juan,Swimming,M,25,"Right calf, right side of abdomen & left wrist & hand bitten",N,12:00,Unknown,0,,Feb,US,,39.7837304,Unknown
5207,1923.01.27,1923,Invalid,Australia,Western Australia,Bunbury,Unknown,M,,Death may have been due to drowning,Unknown,12:00,Shark involvement prior death was not confirmed,0,,Jan,AU,OC,-24.7761086,Unknown
5208,1923.01.27,1923,Unprovoked,Australia,Western Australia,"In Swan River at Freshwater Bay, Claremont, 5 miles from river mouth",Swimming,M,13,"FATAL, back of thigh bitten ",Y,12:00,Unknown,1,,Jan,AU,OC,-24.7761086,Unknown
5209,1923.01.13,1923,Invalid,Cuba,Caribbean Sea,20 miles from Havana,seaplane,M,,"Although this incident is listed elsewhere as a shark attack, the account of the disaster suggests the 4 who perished probably drowned. Five people survived",Unknown,12:00,"Atkinsremains were recovered frodusky shark, C. obscurus, by Capt. W. F. Young, shark fisherman",0,dusky shark,Jan,CU,,23.0131338,Unknown
5210,1923.00.00,1923,Boat,USA,New Jersey,"Sea Bright, Monmouth County",Fishing,M,,No injury to occupant Shark struck boat,N,12:00,Unknown,0,,,US,,39.7837304,Unknown
5211,1923.00.00,1923,Unprovoked,Philippines, Manila Bay,Fort Drum,Unknown,M,,"FATAL, abdomen severely bitten. Airplane summoned from Corregidor & injured man was lashed to wing, but he died  ",Y,12:00,Unknown,1,,,PH,AS,12.7503486,Unknown
5212,1923.00.00,1923,Provoked,USA,New Jersey,Ocean City (offshore),Hoisting,M,,Shark's tail broke his leg. PROVOKED INCIDENT,N,12:00,Unknown,0,,,US,,39.7837304,Unknown
5213,1923.00.00,1922,Provoked,USA,New Jersey,Ocean City (offshore),Hoisting,M,,Shark's tail broke his leg. PROVOKED INCIDENT,N,12:00,Unknown,0,,,US,,39.7837304,Unknown
5214,1922.12.14,1922,Unprovoked,USA,Puerto Rico,San Juan,Bathing,F,,"FATAL, hip & thigh bitten with  tissue removed, including bone ",Y,12:00,Unknown,1,,Dec,US,,39.7837304,Unknown
5215,1922.12.05,1922,Unprovoked,Australia,Queensland,Pialba Beach near Maryborough,Bathing'',M,19,"FATAL, severe injuries to torso  ",Y,09:15,blue shark,1,blue shark,Dec,AU,OC,-24.7761086,Unknown
5216,1922.09.29,1922,Unprovoked,Barbados,Lucy,Pie Corner,Fishing,M,16,FATAL,Y,09:15,Unknown,1,,Sep,BB,,13.1500331,Unknown
5217,1922.10.29,1922,Invalid,Australia,New South Wales,"Botany Bay, Sydney",Boating,M,,"FATAL, but shark involvement prior to death unconfirmed",Unknown,09:15,Shark involvement prior death unconfirmed,1,,Oct,AU,OC,-24.7761086,Unknown
5218,1922.09.28,1922,Unprovoked,USA,Hawaii,"Keawanui, Kamalo, Moloka'i","Freediving,&",M,,Survived,N,09:15,Unknown,0,,Sep,US,,39.7837304,Unknown
5219,1922.09.26,1922,Unprovoked,United Kingdom,East Yorkshire,Hornsea,Swimming,M,,FATAL,Y,09:15,Unknown,1,,Sep,GB,EU,54.7023545,Unknown
5220,1922.09.21,1922,Boat,USA,Massachusetts,Nahant,Fishing,Unknown,,"No injury to occupants, shark splintered stern",N,09:15,pack of sharks,0,,Sep,US,,39.7837304,Unknown
5221,1922.07.19,1922,Unprovoked,USA,Florida,"Pablo Beach, Jacksonville, Duval County",Unknown,M,,Leg bitten,N,09:15,Unknown,0,,Jul,US,,39.7837304,Unknown
5222,1922.06.17,1922,Unprovoked,USA,Florida,"Municipal Pier, St. Petersburg, Tampa bay",Bathing,F,18,"FATAL, thigh bitten",Y,09:15,shark,1,,Jun,US,,39.7837304,Unknown
5223,1922.05.24,1922,Unprovoked,Jamaica,Westmoreland Parish,Savanna-la-Mar,Swimming,M,19,"FATAL, arm severed, thigh severely bitten  ",Y,10:00, shark,1,,May,JM,,18.1850507,Unknown
5224,1922.05.06,1922,Unprovoked,South Africa,Western Cape Province,"Simon’s Town, False Bay",Swimming,M,18,Abdomen & thigh bitten,N,A.M.,"White shark, ', identity confirmed by oth fragment, witness and phograph of captured shark ",0,white shark,May,ZA,AF,-28.8166236,Unknown
5225,1922.04.26,1922,Unprovoked,Australia,New South Wales,Hawkesbury River,Swimming,M,,FATAL,Y,A.M.,Unknown,1,,Apr,AU,OC,-24.7761086,Unknown
5226,1922.03.20,1922,Unprovoked,Jamaica,Kingston Parish,Kingston Harbor,Fishing,M,,Survived,N,A.M.,Unknown,0,,Mar,JM,,18.1850507,Unknown
5227,1922.03.13,1922,Unprovoked,Jamaica,Kingston Parish,Kingston Harbor,Standing,F,14,"FATAL, right leg severed at thigh ",Y,A.M.,shark later captured by Mitchell-Hedges,1,,Mar,JM,,18.1850507,Unknown
5228,1922.03.02,1922,Unprovoked,Australia,New South Wales,Coogee,Bathing,M,21,"FATAL, right hand severed, lacerations on left thigh & left hand, died in hospital of gas gangrene",Y,11:00,"White shark, ",1,white shark,Mar,AU,OC,-24.7761086,Unknown
5229,1922.02.22,1922,Invalid,Australia,New South Wales,"Bilgola Beach, Sydney",Swimming,M,,"Disappeared whiile swimming alone, body parts recovered, but shark involvement prior to death unconfirmed",Unknown,11:00,Shark involvement prior death unconfirmed,0,,Feb,AU,OC,-24.7761086,Unknown
5230,1922.02.04,1922,Unprovoked,Australia,New South Wales,Coogee ,Swimming,M,18,"FATAL, both arms & shoulder bitten",Y,15:30,White shark,1,white shark,Feb,AU,OC,-24.7761086,Unknown
5231,1922.01.28,1922,Unprovoked,Iraq,Unknown,Shatt-al Arab River,Bathing,M,,FATAL,Y,15:30,Unknown,1,,Jan,IQ,AS,33.0955793,Unknown
5232,1922.01.15,1922,Unprovoked,Australia,Queensland,"Ross River, Townsville",Swimming,M,54,FATAL,Y,17:30,Unknown,1,,Jan,AU,OC,-24.7761086,Unknown
5233,1922.01.13,1922,Unprovoked,Australia,New South Wales,"Stockton Beach, Newcastle",Standing,M,,Small laceration on left thigh & swim costume torn,N,18:00,Grey nurse shark?,0,grey nurse shark,Jan,AU,OC,-24.7761086,Unknown
5234,1922.01.04,1922,Unprovoked,Australia,New South Wales,"Stockton Beach, Newcastle",Surfing,M,26,"FATAL, disappeared, then his shark-bitten remains washed ashore ",Y,20:00,Unknown,1,,Jan,AU,OC,-24.7761086,Unknown
5235,1921.12.11,1921,Unprovoked,Australia,Queensland,Fitzroy River at  Rockhampton,Swimming,M,20,Survived,N,20:00,Unknown,0,,Dec,AU,OC,-24.7761086,Unknown
5236,1921.11.27,1921,Unprovoked,Australia,Queensland,"Gay’s Corner, Bulimba Reach of Brisbane River",Fell's,M,8,"FATAL, disappeared, body not recovered",Y,08:30,Unknown,1,,Nov,AU,OC,-24.7761086,Unknown
5237,1921.11.27,1921,Unprovoked,Australia,Queensland,"Gay’s Corner, Bulimba Reach of Brisbane River","Wading,",M,40,"Right hip, buttock, elbow, arm & wrist bitten",N,08:30,Unknown,0,,Nov,AU,OC,-24.7761086,Unknown
5238,1921.11.15,1921,Unprovoked,Fiji,Viti Levu Island,Rewa River,Swimming,Unknown,,FATAL,Y,08:30,Unknown,1,,Nov,FJ,OC,-18.1239696,Unknown
5239,1921.10.12,1921,Unprovoked,Australia,Queensland,Off Hinchinbrook Island,Diving,M,,Lacerations to right arm & chest,N,08:30,Unknown,0,,Oct,AU,OC,-24.7761086,Unknown
5240,1921.10.04,1921,Unprovoked,Australia,Queensland,Barrier Reef,Diving,M,22,"Left thigh bitten, FATAL",Y,18:30,Unknown,1,,Oct,AU,OC,-24.7761086,Unknown
5241,1921.09.00,1921,Provoked,United Kingdom,Dorset,Weymouth,Fishing,M,,Leg bitten by shark he was attempting to capture PROVOKED INCIDENT,N,18:30,"Blue shark,  ",0,blue shark,Sep,GB,EU,54.7023545,Unknown
5242,1921.08.29,1921,Unprovoked,Australia,Torres Strait,,Unknown,M,,Lacerations to arm,N,18:30,Unknown,0,,Aug,AU,OC,-24.7761086,Unknown
5243,1921.08.28,1921,Unprovoked,Philippines,Luzon Island,"Fort Frank, Manila Bay",Swimming,M,21,"FATAL, abdomen  severely lacerated, taken by seaplane to hospital in Corrigedor but died  ",Y,15:00,Unknown,1,,Aug,PH,AS,12.7503486,Unknown
5244,1921.07.21,1921,Unprovoked,Cuba,Unknown,Havana Harbor,Fell,M,,FATAL,Y,15:00,Unknown,1,,Jul,CU,,23.0131338,Unknown
5245,1921.01.11,1921,Invalid,Philippines,"Cavite Province, Luzon",,Unknown,Unknown,,Buttons & shoes found in shark caught in fish trap,Unknown,15:00,Questionable,0,,Jan,PH,AS,12.7503486,Unknown
5246,1920.11.29,1920,Unprovoked,Australia,Western Australia,Bunbury,Wading,M,,Lacerations to leg & hand,N,15:00, shark,0,,Nov,AU,OC,-24.7761086,Unknown
5247,1921.08.22,1921,Unprovoked,Haiti,Cape Haitien,Marine Dock,Diving,M,,"FATAL, large wound on thigh",Y,15:30,Comrades saw shark's tail appear about  away,1,,Aug,HT,,19.1399952,Unknown
5248,1920.11.22,1920,Unprovoked,Australia,Western Australia,Cottesloe Beach,Standing,M,,"Minor injuries to leg, hand & fingers",N,15:30,*  dog shark,0,dog shark,Nov,AU,OC,-24.7761086,Unknown
5249,1920.11.04,1920,Sea Disaster,Philippines,Leyte,,The,M,,FATAL,Y,15:30,Unknown,1,,Nov,PH,AS,12.7503486,Unknown
5250,1920.07.14,1920,Invalid,USA,New York,"Woodcliff Channel, Freeport, Long Island",Swimming,M,30,Thought to have been taken by a shark. Body was not recovered,Unknown,15:30,Questionable,0,,Jul,US,,39.7837304,Unknown
5251,1920.07.05,1920,Unprovoked,Australia,Torres Strait,200 miles from MacKay,Diving,M,,Severe lacerations to right shoulder & arm,N,15:30,Unknown,0,,Jul,AU,OC,-24.7761086,Unknown
5252,1920.06.29,1920,Unprovoked,USA,Florida,"Englewood Beach, Charlotte County",Swimming,M,13,Knee & thigh bitten,N,18:30,Unknown,0,,Jun,US,,39.7837304,Unknown
5253,1920.06.27,1920,Provoked,Canada,Halifax,"Slaunwhite's Ledge, Hubbard Cove",Harpooned,Unknown,,"No injury to occupants, but shark struck boat with such force that Chandler was flung overboard. PROVOKED INCIDENT",N,18:30,',0,,Jun,CA,,61.0666922,Unknown
5254,1920.03.08,1920,Unprovoked,Australia,Queensland,"Between Bay Rock & Magnetic Island, Cleveland Bay","Boating,",M,20,"Tossed in air by shark, sustained abrasions",N,18:30,Unknown,0,,Mar,AU,OC,-24.7761086,Unknown
5255,1920.01.24,1920,Unprovoked,Australia,Torres Strait,,Diving,M,,Lacerations to foot,N,18:30,Unknown,0,,Jan,AU,OC,-24.7761086,Unknown
