,Date,Type,Country,Area,Location,Activity,Sex,Age,Injury,Fatal,Time,Species,activity,shark_species
5387,1952-01-01,Unprovoked,Papua New Guinea,"Admiralty Islands, Manus Province","Momote, Manus Island",Spearfishing,M,Unknown,"FATAL,  No remains",Y,,Attacked by number of sharks,fishing,
5388,1950-12-31,Unprovoked,Australia,Queensland,Kirra,Paddling a surfboat,M,19,"No injury, shark bit oar",N,,"Nurse shark, '",surfing,nurse shark
5389,1950-05-01,Watercraft,Italy,Tyrrhenian Sea,"Sprizze, Isola d'Elba",Fishing on a boat,M,Unknown,No injury,N,Unknown:00,"unknown, possibly white shark",fishing,white shark
5390,1948-09-15,Sea Disaster,Mid Atlantic Ocean,Unknown,Bound from New York to London in ballast,Leicester abandoned in a hurricane,M,Unknown,"FATAL, 2 men killed by sharks, 20 survived",Y,,Unknown,other,
5391,1948-06-06,Unprovoked,Northern Mariana,Saipan,Unknown,Swimming,M,Unknown,Heel bitten,N,,Unknown,swimming,
5392,1946-11-20,Unprovoked,Australia,Torres Strait,40 miles off Thursday Island,Pearl diving from lugger,M,30,"FATAL, right arm severed",Y,Unknown:00,Unknown,diving,
5393,1946-06-28,Unprovoked,India,Unknown,Chennai,Bathing,M,14,Serious injuries,N,,Unknown,bathing,
5394,1942-08-08,Sea Disaster,Solomon,Unknown,Unknown,Japanese aircraft shot down. He was one of two survivors rescued by the U.S. destroyer Mugford,M,Unknown,Lacerations to left arm,N,,Unknown,airplane accident,
5395,1942-01-01,Sea Disaster,Unknown,Unknown,Unknown,Jumped overboard from torpedoed Panamanian freighter,M,Unknown,FATAL,Y,Unknown:00,Unknown,other,
5396,1942-01-01,Sea Disaster,Mid-Pacifc Ocean,(Southwestern Pacific),Unknown,"Plane forced down, 3 men on rubber life raft. Put hand over side to feel drift of boat",M,Unknown,"Fingers badly lacerated, wounds became septic",N,,Unknown,other,
5397,1941-01-01,Sea Disaster,Atlantic Ocean,Unknown,Unknown,Adrift on raft after their ship was sunk by an Axis raider,M,Unknown,FATAL,Y,,Unknown,sea accident,
5398,1941-01-01,Unprovoked,Solomon,New Georgia,Munda,Floating,M,Unknown,Buttock bitten,N,Unknown:00,Unknown,bathing,
5399,1941-01-01,Unprovoked,Iran,Khuzestan Province,"Ahvaz, on the Karun River",Slipped off rocks and fell into the water,M,6,"FATAL, both arms bitten",Y,,Unknown,sea accident,
5400,1938-01-01,Unprovoked,Trinidad & Tobago,Trinidad,"Manzanilla Bay, St. Andrew County",Body surfing,M,50,Left hand and arm bitten,N,,grey,surfing,
5401,1937-02-13,Unprovoked,Australia,New South Wales,"Bar Beach, Newcastle",Swimming,M,32,"FATAL, buttocks, ankle & right elbow bitten",Y,15:20:00,White shark,swimming,white shark
5402,1936-02-04,Unprovoked,Australia,New South Wales,"South Steyne, Manly",Swimming,M,14,"FATAL, taken by shark, body not recovered. Twenty months later, in October 1937, meshing (setting anti-shark gill nets) began  at metropolitan beaches",Y,,White shark,swimming,white shark
5403,1935-07-27,Invalid,USA,California,Santa Barbara Channel,fishing boat exploded & sank,M,23,"Although listed as an uprovoked fatal attack by SAF, shark bite on his ankle was post-mortem following death by drowning",Unknown,,Invalid,fishing,
5404,1934-08-21,Unprovoked,Croatia,Adriatic Sea,"Susak (Rijeka, Istria)",Swimming,F,18,FATAL,Y,Unknown:00,White shark,swimming,white shark
5405,1933-10-25,Unprovoked,Australia,Queensland,Off Bloomfield River,Diving,M,Unknown,Hand severed,N,,Unknown,diving,
5406,1932-09-26,Unprovoked,Fiji,Viti Levu Island,Navua,Catching a turtle,M,Unknown,Left arm severely bitten,N,,Unknown,other,
5407,1930-02-15,Unprovoked,Australia,Victoria,"Middle Brighton, Port Phillip",Diving off pier & treading water,M,18,FATAL,Y,16:30:00,White shark  ,diving,white shark
5408,1929-11-21,Unprovoked,Cuba,Cienfuegos Province,Cienfuegos,Fishing,M,Unknown,"Shark attacked his boat, threatening to capsize it. He jumped overboard & shark bit his arm. He knifed & killed shark. Later his arm was surgically amputated",N,,Unknown,fishing,
5409,1929-04-26,Unprovoked,Australia,Queensland,Great Barrier Reef,Diving for trepang,M,Unknown,Thigh bitten,N,,Unknown,diving,
5410,1926-04-07,Unprovoked,USA,Hawaii,"Hilo Bay Yacht Club, Hilo, Hawai'i",Swimming,F,Unknown,Right leg bitten thigh to heel,N,17:30:00,"According  Carlsmith, the shark's mouth was wide",swimming,
5411,1926-01-26,Unprovoked,South Africa,Eastern Cape Province,Hamburg,Swimming,M,Unknown,Thigh lacerated,N,,blue shark,swimming,blue shark
5412,1925-01-01,Unprovoked,Fiji,Viti Levu Island,"Suva Harbor, Suva",Diving for coins tossed from passenger ship,M,Unknown,"Both arms bitten, surgically amputated",N,,Unknown,diving,
5413,1924-01-25,Unprovoked,South Africa,Eastern Cape Province,"St. Georgeâ€™s Strand, Port Elizabeth",Swimming,M,Unknown,Foot lacerated,N,Unknown:00,Unknown,swimming,
5414,1921-08-22,Unprovoked,Haiti,Cape Haitien,Marine Dock,Dived into a school of baitfish,M,Unknown,"FATAL, large wound on thigh",Y,,Comrades saw shark's tail appear about away,diving,
5415,1917-07-15,Sea Disaster,Ireland,Off Ireland,82 miles from Fastnet,Ship Mariston torpedoed & sunk,M,Unknown,"FATAL, only 1 survivor",Y,,Unknown,other,
5416,1910-03-01,Invalid,USA,Hawaii,"Pearl Harbor, O'ahu","Hard hat diving, laying some charge of powder",M,Unknown,No injury,Unknown,Unknown:00,Invalid,diving,
5417,1909-06-26,Unprovoked,Mexico,Guerrero,Zacatula,Bathing,F,Unknown,FATAL,Y,,Unknown,bathing,
5418,1909-01-01,Unprovoked,Australia,New South Wales,Woy Woy,Unknown,Unknown,Unknown,Survived,N,,Unknown,other,
5419,1908-07-08,Unprovoked,Croatia,Adriatic Sea,Medola,Watercraft,F,Unknown,"FATAL, lost a leg",Y,Unknown:00,"Species unknown, possible white shark",other,white shark
5420,1906-10-10,Unprovoked,USA,Hawaii,Unknown,Swimming,M,Unknown,FATAL,Y,,Unknown,swimming,
5421,1906-10-10,Provoked,USA,Connecticut,"Bridgeport, Fairfield County",Unknown,Unknown,Unknown,"No injury to occupants. They shot shark, then it capsized their skiff. PROVOKED INCIDENT",N,,Unknown,other,
5422,2022-11-03,Provoked,USA,Florida,"Cape San Blas, Gulf County",Fishing,M,29,Right knee & thigh bitten by hooked shark,N,15:30:00,Unknown,fishing,
5423,2022-05-07,Unprovoked,French Polynesia,Bora Bora,To'opua,Unknown,Unknown,Unknown,Hand bitten,N,,Unknown,other,
5424,2022-03-15,Unprovoked,Australia,New South Wales,Crowdy Baay,Swimming,M,Unknown,Unknown,N,,Unknown,swimming,
5425,2021-07-25,Unprovoked,Brazil,Pernambuco,Piedade,Squatting in the water,M,32,Lacerations to poster thigh and buttock,N,Unknown:00,Unknown,other,
5426,2021-07-11,Provoked,Bahamas,Unknown,Unknown,Jackass Team's publicity stunt for Discovery Channel's Shark Week 2021,M,Unknown,Lacerations to right hand  PROVOKED INCIDENT,N,,Unknown,other,
5427,2021-04-17,Provoked,USA,North Carolina,Outer Banks,Tagging sharks,Unknown,Unknown,"No injury to occupants, shark bit boat after being tagged",N,,"Mako shark,  juvenile",other,mako shark
5428,2021-03-20,Unprovoked,Australia,Western Australia,Yallingup,Paddle boarding,M,75,"No injury, board bitten",N,15:00:00,"Blacktip whaler,      Carcharhinus tilsni, m",paddle surfing,
5429,2021-02-02,Watercraft,Australia,South Australia,Gleneg,Surf skiing,M,17,"No injury, surf ski bitten",N,,Bronze whaler shark,surfing,bronze whaler
5430,2021-01-27,Unprovoked,New Zealand,North Island,"Papamoa Beach, Bay of Plenty",Swimming,M,61,Minor puncture wound to arm,N,,Juvenile shark,swimming,
5431,2021-01-09,Unprovoked,St Unknown,The Narrows,Booby Island,Swimming / Kayaking,F,26,"Severe injury to left leg, resulting in amputation above the knee",N,Unknown:00,Unknown,swimming,
5432,2021-01-03,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Surfing,M,19,"No injury, board damaged",N,,Unknown,surfing,
5433,2021-01-02,Unprovoked,USA,Hawaii,"Anaehoomalu Bay
Waikoloa, Hawaii County",Swimming,F,68,Significant injury to right lower leg,N,,Unknown,swimming,
5434,2020-06-20,Unprovoked,USA,North Carolina,"Salvo, Dare County",Body Surfing,M,16,Injury to thigh,N,16:00:00,Unknown,surfing,
5435,2020-05-28,Unprovoked,Thailand,"Muang district of Satun province,",Chebilang pier,Playing,M,12,Left foot bitten,N,,Bull shark,bathing,bull shark
5436,2020-05-17,Unprovoked,French Polynesia,Tahiti,VallÃ©e Blanche,Snorkeling,Unknown,Unknown,Leg bitten,N,,Blacktip shark,snorkelling,blacktip shark
5437,2019-11-23,Questionable,Australia,Queensland,"Elliot Head, near Bundaberg.",Spearfishing,M,38,"Believed to have drowned. Partial remains washed ashore at North Beach, Mylestom, New South Wales on 17 December. Shark involvement prior to death could not be confirmed",Y,Unknown:00,Unknown,fishing,
5438,2019-09-28,Provoked,Australia,Northern Territory,"Nightcliff Jetty, Darwin",Fishing,M,45,Hooked shark bit his leg. PROVOKED INCIDENT,N,,+ shark,fishing,
5439,2019-09-24,Unprovoked,USA,Florida,"Satellite Beach, Brevard County",Surfing,M,13,Lacerations to left foot,N,,shark,surfing,
5440,2019-06-21,Unprovoked,Bahamas,Abaco Islands,Unknown,Spearfishing,M,Unknown,Lacerations to left calf,N,Unknown:00,Unknown,fishing,
5441,2019-02-02,Unprovoked,USA,Florida,Key Biscayne,Spearfishing,M,50,Right wrist and hand injured,N,,Bull shark,fishing,bull shark
5442,2018-05-13,Invalid,England,Cornwall,Off Land's End,Fishing,M,21,Injured by teeth of a dead porbeagle shark he was tossing overboard.,N,,Invalid incident,fishing,
5443,2018-01-21,Unprovoked,New Caledonia,Unknown,Nouville,Spearfishing,M,40s,Injuries to abdomen and arm,N,15:30:00,"Bull shark,  m",fishing,bull shark
5444,2017-04-27,Unprovoked,New Zealand,South Island,"Porpoise Bay, Catlins",Body boarding,F,20s,Puncture wounds & laceration above knee,N,,Unknown,body boarding,
5445,2017-01-08,Invalid,Australia,Queensland,Unknown,Spearfishing,M,35,"No attack, shark made a threat display",Unknown,,Bull shark,fishing,bull shark
5446,2016-05-29,Unprovoked,USA,Florida,"Neptune, Duval County",Swimming,M,13,Injury to posterior right leg,N,15:45:00,shark,swimming,
5447,2016-04-22,Unprovoked,South Africa,Western Cape Province,"Robberg Beach, Plettenberg Bay",Surf-skiing,M,Unknown,"No injury, surf-ski bitten",N,,White shark,surfing,white shark
5448,2016-03-26,Provoked,Bahamas,Unknown,Unknown,Unknown,M,9,Minor injury to chest PROVOKED INCIDENT,N,,"Nurse shark, .",other,nurse shark
5449,2015-10-07,Unprovoked,Australia,Western Australia,Pyramids Beach,Surfing,M,18,Foot injured,N,16:50:00,Unknown,surfing,
5450,2015-06-14,Unprovoked,USA,North Carolina,"Oak Island, Brunswick County",Wading,F,12,Left arm amputated at elbow & severe injury to leg,N,,Bull shark,other,bull shark
5451,2014-10-05,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,29,Foot bitten,N,,Blacktip shark,surfing,blacktip shark
5452,2014-08-12,Unprovoked,USA,Florida,"3 to 4 miles west of Indian Pass, Gulf County",Standing,M,Unknown,Puncture wounds and lacerations to left thigh and knee,N,11:10:00,"Bull shark, '",bathing,bull shark
5453,2014-07-21,Unprovoked,USA,Florida,"Indialantic, Brevard County",Standing,M,8,Lacerations to right knee,N,,Unknown,bathing,
5454,2014-06-25,Unprovoked,Bahamas,Abaco Islands,Unknown,Spearfishing,M,42,No injury but shark took his pole spear,N,,"Caribbean reef shark,  '",fishing,caribbean reef shark
5455,2014-06-01,Unprovoked,USA,Florida,Fort Lauderdale,Swimming,F,22,Laceration to right lower leg,N,13:30:00,Bull shark,swimming,bull shark
5456,2014-06-01,Unprovoked,USA,Palmyra Atoll,Unknown,Tagging sharks,F,37,Laceration to left hand,N,,Blacktip Reef shark,other,blacktip reef shark
5457,2013-12-13,Unprovoked,Kiribati,740 miles SE of Tarawa Atoll,Unknown,Attempting to remove fishing net from submerged object,M,35,Severe injury to arm,N,,Unknown,fishing,
5458,2013-08-05,Unprovoked,USA,Florida,"Sanibel Island, Lee County",Fishing,M,17,Minor injury to foot & shin,N,15:00:00,"Bull shark,  '",fishing,bull shark
5459,2013-06-16,Unprovoked,South Africa,Eastern Cape Province,Queensberry Bay,Surfing,M,Unknown,Lacerations to knee,N,,Unknown,surfing,
5460,2013-06-06,Provoked,USA,Florida,"Off Snipe Point, Florida Keys, Monroe County",Fishing for sharks,M,58,Left hand bitten as he attempted to remove hook from shark PROVOKED INCIDENT,N,,"Lemon shark, '",fishing,lemon shark
5461,2013-06-06,Unprovoked,Australia,New South Wales,Target Beach,Surfing,M,Unknown,"No injury, board damaged",N,16:00:00,shark,surfing,
5462,2014-05-14,Unprovoked,Ecuador,Santa Cruz Island,"Playa Brava, Turtle Bay",Surfing,M,29,Superficial injury to left calf,N,,Galapagos shark,surfing,galapagos shark
5463,2013-05-08,Invalid,USA,California,"Tourmaline Surf Park, San Diego County",Surfing,M,42,Shark bites were post-mortem,Unknown,,Invalid,surfing,
5464,2012-08-04,Unprovoked,French Polynesia,Tuamotus,Kaukura Atoll,Spearfishing,M,Unknown,Shoulder bitten,N,Unknown:00,"Lemon shark, . m",fishing,lemon shark
5465,2012-06-10,Provoked,Italy,Sardinia,Muravera,Attempting to rescue an injured & beached shark,M,57,Lower left leg injured PROVOKED ACCIDENT,Unknown,,"Blue shark, .m",other,blue shark
5466,2011-11-12,Unprovoked,Brazil,Pernambuco,"Punta Del Chifre Beach, Olinda",Surfing,M,35,Legs bitten,N,,Unknown,surfing,
5467,2011-10-10,Unprovoked,USA,Oregon,Seaside,Surfing,M,Unknown,No injury,N,Unknown:00, shark,surfing,
5468,2011-10-01,Unprovoked,USA,Alabama,"Gulf Shores, Baldwin County",Unknown,M,29,Lacerations to right wrist and middle finger,N,,Unknown,other,
5469,2011-07-06,Unprovoked,Reunion,Saint-Gilles,Roches Noires,Surfing,M,16,Minor injuries: scratches on nose & ankle. Board broken in two,N,,Unknown,surfing,
5470,2010-11-30,Unprovoked,Egypt,South Sinai Peninsula,"Coral Bay, Sharm el-Sheikh",Snorkeling,F,48,Foot and arm bitten,N,14:40:00,"Oceanic whitetip shark, .m, female",snorkelling,oceanic whitetip shark
5471,2010-11-15,Unprovoked,Dominican Republic,Unknown,Boca Chica,Diving,M,21,FATAL,Y,,Unknown,diving,
5472,2010-06-06,Unprovoked,Australia,Western Australia,"Conspicuous Beach, near Walpole",Surfing,M,40,Severe laceration to right knee,N,,Unknown,surfing,
5473,2010-05-18,Unprovoked,Vietnam,Binh Dinh Province,Quy Nhon,Rescuing,F,58,Minor laceration to leg,N,18:00:00,  shark,other,
5474,2009-12-18,Invalid,South Africa,KwaZulu-Natal,"North Beach, Durban",Surfing,M,Unknown,"Minor lacerations to left leg. nitially reported as a shark bite, but involved a barracuda",Unknown,,No shark involvement,surfing,
5475,2009-10-24,Unprovoked,USA,California,"San Onofre, San Diego County",Surfing,M,Unknown,"3 puncture wounds to big toe of left foot, and laceration on arch of foot",N,,Unknown,surfing,
5476,2009-08-30,Unprovoked,USA,California,"Huntington Beach, Orange County",Surfing,M,Unknown,No injury,N,18:30:00,shark,surfing,
5477,2009-04-06,Unprovoked,USA,California,San Diego County,Spearfishing,M,Unknown,Shark struck him but the diver was not injured,N,,"White shark,  female",fishing,white shark
5478,2009-03-06,Unprovoked,New Caledonia,South Province,Bourail,Surfing,M,19,FATAL,Y,,Unknown,surfing,
5479,2008-11-24,Unprovoked,Ecuador,Galapagos Islands,Santa Cruz,Unknown,F,Unknown,Leg bitten,N,Unknown:00,Unknown,other,
5480,2008-08-18,Invalid,USA,South Carolina,"North Myrtle Beach, Horry County",Unknown,M,7,Minor injuries,Unknown,,Shark involvement not confirmed,other,
5481,2008-07-27,Unprovoked,Panama,San Carlos,Playa Teta,Swimming or surfing,M,Unknown,5 lacerations to left foot,N,, shark,swimming,
5482,2008-06-24,Unprovoked,Brazil,Bahia,Guarajuba,Surfing,M,Unknown,"No injury, board bitten",N,Unknown:00,Unknown,surfing,
5483,2008-05-14,Unprovoked,Fiji,Yasawa Islands,Turtle Island,Night diving,M,28,FATAL,Y,,Unknown,diving,
5484,2008-04-27,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,24,Calf bitten,N,,Unknown,surfing,
5485,2008-04-08,Unprovoked,USA,Florida,"1.4 miles south of Ponce de Leon Jetty, New Smyrna Beach, Volusia County",Surfing,Unknown,Unknown,Foot bitten,N,Unknown:00,Unknown,surfing,
5486,2007-10-29,Unprovoked,USA,Hawaii,"Wailea, Maui",Floating,M,32,Lacerations to left lower leg,N,,Tiger shark,bathing,tiger shark
5487,2007-09-27,Unprovoked,Egypt,Red Sea,Daedalus Reef,Swimming,F,18 or 20,"Severe lacerations to lower left leg, ankle and foot",N,,Oceanic whitetip sharks were in the vicinity,swimming,oceanic whitetip shark
5488,2007-08-19,Unprovoked,USA,Florida,"Islamorada Founder's Park, Plantation Key, Monroe County",Swimming,M,52,Torso bitten,N,20:15:00,Unknown,swimming,
5489,2007-07-21,Watercraft,USA,California,"Bean Hollow State Beach, San Mateo County",Kayak Fishing,M,Unknown,"No injury, kayak bitten",N,,White shark,fishing,white shark
5490,2007-06-30,Provoked,USA,Florida,Marques Island,Removing hook from shark,M,Unknown,Lacerations to right  hand by hooked shark PROVOKED INCIDENT,N,,"Lemon shark, female",other,lemon shark
5491,2007-03-14,Provoked,USA,Florida,Delray Beach,Shark fishing,M,Unknown,Right hand bitten by hooked shark PROVOKED INCIDENT,N,Unknown:00,shark,fishing,
5492,2007-03-12,Unprovoked,Australia,Queensland,"Moore Park, north of Bundaberg",Swimming,F,59,"Bruises to arm and hand, laceration to lower leg & minor injuries to foot",N,,   shark,swimming,
5493,2006-07-08,Unprovoked,USA,South Carolina,"Debordieu Beach, Georgetown County",Body boarding,F,14,Foot bitten,N,, spinner or bull shark,body boarding,bull shark
5494,2006-03-22,Invalid,South Africa,Eastern Cape Province,Port Alfred,Swimming,M,17,"FATAL, but shark involvement prior to death unconfirmed",Unknown,Unknown:00,Shark involvement prior  death was not confirmed,swimming,
5495,2006-02-08,Unprovoked,South Africa,Eastern Cape Province,"Nahoon, East London",Surfing,M,15,2 bite marks on right calf,N,,Raggedoth shark,surfing,raggedoth shark
5496,2005-07-17,Provoked,China,Shanghai,"Ocean World, Changfeng Park",Scuba diving in aquarium tank,M,24,2 small cuts on right ear & head when he collided with the captive shark. PROVOKED INCIDENT,N,, shark,diving,
5497,2005-01-20,Unprovoked,Cuba,Santiago de Cuba Province,Uvero,Swimming,M,19,Left foot severed,N,Unknown:00,  shark,swimming,
5498,2004-10-10,Unprovoked,USA,California,"Limantour Beach, Point Reyes National Seashore",Surfing,M,Unknown,Lower leg bitten,N,,    white shark,surfing,white shark
5499,2004-07-28,Unprovoked,USA,North Carolina,"Rodanthe, Dare County",Surfing,F,28,Right calf bitten,N,,Unknown,surfing,
5500,2004-05-29,Unprovoked,USA,Texas,"Pirate's Beach, Galveston Island",Wading,M,16,Puncture wounds on shin,N,19:45:00,    shark,other,
5501,2004-05-01,Unprovoked,Brazil,Pernambuco,Piedade,Swimming,M,22,FATAL,Y,,Unknown,swimming,
5502,2004-04-07,Unprovoked,USA,Hawaii,"Kahana Beach, Maui",Surfing,M,57,FATAL Severe wound to right thigh & calf,Y,,Tiger shark,surfing,tiger shark
5503,2003-12-31,Watercraft,South Africa,KwaZulu-Natal,Salt Rock,Unknown,Unknown,Unknown,No injury to occupants,N,Unknown:00,Shortfin mako shark,other,mako shark
5504,2003-10-31,Unprovoked,Australia,New South Wales,"Lighthouse Beach, Seal Rocks",Surfing,M,22,Left ankle & foot lacerated,N,,"  shark, either bronze whaler or grey nurse shark",surfing,bronze whaler
